Recency,T,Frequency,Monetary,PurchaseFrequency,AvgBasketSize,AvgPurchaseValue,CustomerLifetime
1,336,15,276.296,15,94.26666666666667,276.296,334
136,367,4,327.58500000000004,4,143.75,327.58500000000004,230
99,255,8,94.19125,8,76.375,94.19125,156
29,207,6,166.835,6,130.33333333333334,166.835,177
165,165,1,314.7,1,38.0,314.7,0
65,166,2,136.63,2,112.5,136.63,101
25,25,1,346.73,1,239.0,346.73,0
101,229,3,311.25666666666666,3,109.66666666666667,311.25666666666666,127
22,22,1,662.4000000000001,1,192.0,662.4000000000001,0
17,327,6,818.87,6,432.1666666666667,818.87,309
23,305,7,420.16285714285715,7,303.42857142857144,420.16285714285715,282
64,355,4,370.65,4,174.0,370.65,290
163,361,3,306.52333333333337,3,113.0,306.5233333333333,198
19,282,5,129.864,5,66.4,129.864,262
140,309,6,251.45000000000002,6,114.0,251.45000000000002,168
23,358,9,336.3977777777778,9,195.11111111111111,336.3977777777778,335
106,325,2,166.22,2,185.0,166.22000000000003,219
183,240,3,381.77666666666664,3,154.66666666666666,381.77666666666664,56
281,281,1,395.5,1,204.0,395.5,0
3,198,5,234.37800000000001,5,149.4,234.37800000000001,194
11,281,23,1218.2426086956523,23,854.0,1218.2426086956523,270
39,367,10,388.554,10,214.8,388.554,327
12,106,5,207.48600000000002,5,90.4,207.48599999999996,93
40,211,5,281.184,5,108.2,281.184,170
18,322,5,314.86600000000004,5,166.6,314.866,303
10,369,4,260.8925,4,140.25,260.89250000000004,358
14,218,3,286.40333333333336,3,158.66666666666666,286.40333333333336,203
113,211,2,317.34,2,1071.0,317.34000000000003,97
151,372,2,707.725,2,347.5,707.7249999999999,220
261,261,1,388.55,1,149.0,388.55,0
74,313,2,424.78,2,310.0,424.78,238
47,47,1,530.47,1,411.0,530.47,0
25,260,3,289.88,3,169.33333333333334,289.88000000000005,235
10,339,10,280.914,10,160.5,280.914,329
268,360,5,6819.052000000001,5,44120.0,6819.051999999999,92
36,36,1,165.45000000000002,1,103.0,165.45000000000002,0
368,368,1,312.65,1,135.0,312.65,0
45,45,1,42.0,1,100.0,42.0,0
327,327,1,136.8,1,68.0,136.8,0
59,157,2,141.425,2,150.5,141.42499999999998,98
15,284,11,150.3709090909091,11,159.63636363636363,150.3709090909091,268
59,59,1,124.95,1,29.0,124.95,0
142,142,1,42.22,1,10.0,42.22,0
30,30,1,70.80000000000001,1,24.0,70.80000000000001,0
99,311,4,318.9525,4,168.25,318.9525,211
60,176,2,487.935,2,329.5,487.935,116
67,198,4,443.67,4,443.0,443.67,130
38,357,4,182.675,4,52.5,182.675,319
73,103,2,346.475,2,187.0,346.475,30
73,73,1,359.27,1,249.0,359.27,0
52,330,9,294.60555555555555,9,158.11111111111111,294.60555555555555,278
28,372,9,446.65,9,307.0,446.65,344
232,288,3,2038.9733333333334,3,750.6666666666666,2038.9733333333334,55
18,50,2,281.54,2,165.5,281.54,31
38,38,1,721.28,1,464.0,721.28,0
67,248,4,248.1025,4,190.25,248.1025,181
8,359,11,546.3036363636364,11,278.3636363636364,546.3036363636364,350
170,170,1,320.0,1,1000.0,320.0,0
213,213,1,246.54,1,94.0,246.54,0
289,289,1,200.43,1,153.0,200.43,0
30,115,2,427.075,2,206.5,427.075,85
12,371,3,438.22,3,801.3333333333334,438.22,359
47,371,3,148.92,3,69.33333333333333,148.92,324
16,359,12,797.7041666666668,12,376.3333333333333,797.7041666666665,343
45,364,5,625.0,5,500.0,625.0,319
11,11,1,221.10999999999999,1,118.0,221.10999999999999,0
53,294,3,152.75,3,52.333333333333336,152.75,240
15,370,8,588.6537500000001,8,283.0,588.65375,354
35,147,3,156.91,3,113.0,156.91,112
28,28,1,538.4,1,226.0,538.4,0
71,71,1,193.25,1,73.0,193.25,0
3,233,14,167.66642857142855,14,114.35714285714286,167.66642857142855,229
23,66,2,219.45,2,114.0,219.45,43
112,339,3,332.2033333333333,3,141.66666666666666,332.2033333333333,226
71,71,1,384.26,1,760.0,384.26,0
32,32,1,85.6,1,24.0,85.6,0
59,59,1,123.66,1,174.0,123.66,0
1,260,18,237.04888888888888,18,124.72222222222223,237.04888888888888,259
22,73,2,423.275,2,234.5,423.275,51
59,318,6,318.2183333333333,6,206.66666666666666,318.2183333333333,258
218,218,1,264.13,1,107.0,264.13,0
29,311,6,465.85999999999996,6,364.5,465.85999999999996,282
142,304,3,278.12666666666667,3,99.33333333333333,278.1266666666667,161
47,47,1,519.8100000000001,1,303.0,519.8100000000001,0
29,372,6,418.3433333333333,6,271.8333333333333,418.3433333333333,343
75,292,4,142.17,4,72.75,142.17000000000002,216
51,51,1,331.14,1,234.0,331.14,0
1,324,6,418.5133333333333,6,258.3333333333333,418.5133333333333,322
2,366,10,447.98199999999997,10,296.2,447.98199999999997,363
2,368,8,141.01125,8,92.75,141.01125000000002,366
10,304,7,422.9614285714286,7,213.0,422.9614285714286,293
15,36,2,341.27,2,246.0,341.27,21
19,261,2,304.92,2,170.5,304.91999999999996,242
100,199,3,253.32666666666668,3,298.0,253.32666666666668,99
16,99,2,71.35,2,45.0,71.35,82
15,372,10,330.935,10,123.5,330.935,356
15,357,9,278.70222222222225,9,164.44444444444446,278.70222222222225,342
22,35,2,447.88,2,306.5,447.88,13
155,186,3,125.48666666666666,3,47.666666666666664,125.48666666666668,31
82,212,3,188.9,3,68.0,188.9,129
10,370,17,329.43823529411765,17,164.7058823529412,329.43823529411765,359
50,373,4,352.67,4,282.0,352.67,323
9,129,7,355.2871428571429,7,130.14285714285714,355.2871428571429,120
368,368,1,209.41,1,149.0,209.41,0
29,71,4,418.9525,4,189.25,418.9525,42
164,288,4,308.62,4,385.0,308.62,124
148,148,1,79.48,1,16.0,79.48,0
68,68,1,509.04,1,326.0,509.04,0
98,98,1,404.3,1,586.0,404.3,0
201,201,2,222.575,2,88.5,222.575,0
116,243,2,228.91,2,322.0,228.91,127
16,259,2,305.77500000000003,2,156.5,305.775,243
12,212,2,721.515,2,464.0,721.5149999999999,200
32,336,7,1008.8857142857142,7,513.8571428571429,1008.8857142857142,304
207,207,1,229.75,1,73.0,229.75,0
281,281,1,367.15000000000003,1,224.0,367.15000000000003,0
112,165,2,303.105,2,103.5,303.105,52
10,228,4,271.17,4,171.5,271.17,218
122,122,1,352.15000000000003,1,194.0,352.15000000000003,0
26,26,1,318.04,1,88.0,318.04,0
100,219,8,507.2375,8,239.25,507.2375,119
106,261,2,356.555,2,213.5,356.555,154
186,186,3,3465.5,3,2390.0,3465.5,0
2,365,14,417.1042857142857,14,202.42857142857142,417.1042857142857,362
1,372,27,875.285925925926,27,321.48148148148147,875.285925925926,371
2,361,6,312.44666666666666,6,314.0,312.44666666666666,358
191,191,1,109.44,1,576.0,109.44,0
42,248,4,341.6825,4,166.5,341.6825,205
114,368,4,172.4375,4,136.0,172.4375,254
33,309,2,754.75,2,371.5,754.75,276
211,211,1,115.08000000000001,1,100.0,115.08000000000001,0
22,374,23,389.7169565217391,23,149.04347826086956,389.7169565217391,352
361,361,1,431.98,1,180.0,431.98,0
127,365,2,151.3,2,76.0,151.3,238
54,320,6,405.21333333333337,6,299.3333333333333,405.21333333333337,265
9,336,13,742.56,13,311.6923076923077,742.5600000000001,327
8,312,10,294.642,10,126.8,294.642,304
18,18,2,169.38,2,89.5,169.38,0
23,253,9,827.1866666666667,9,519.1111111111111,827.1866666666667,229
2,372,15,452.26733333333334,15,144.46666666666667,452.26733333333334,370
26,26,1,241.3,1,85.0,241.3,0
33,122,2,156.025,2,137.5,156.025,89
213,359,2,397.65999999999997,2,252.0,397.65999999999997,145
17,372,5,427.0,5,313.0,427.0,354
98,166,2,234.595,2,105.5,234.59500000000003,67
2,274,13,259.8969230769231,13,210.23076923076923,259.8969230769231,272
143,374,3,305.81,3,44.333333333333336,305.81,230
10,365,12,1260.0666666666668,12,600.0833333333334,1260.0666666666666,354
74,367,9,2523.355555555556,9,427.77777777777777,2523.355555555556,293
66,323,10,192.59,10,213.9,192.58999999999997,256
25,67,3,297.00666666666666,3,194.0,297.00666666666666,42
239,313,3,416.9566666666667,3,145.66666666666666,416.95666666666665,74
150,197,2,112.905,2,29.0,112.905,46
320,320,1,321.6,1,85.0,321.6,0
302,302,1,390.85,1,65.0,390.85,0
259,259,1,219.39999999999998,1,228.0,219.39999999999998,0
39,177,3,264.2033333333333,3,246.66666666666666,264.2033333333333,137
31,31,1,115.66,1,108.0,115.66,0
9,257,4,160.085,4,76.25,160.085,247
318,318,1,243.63,1,1.0,243.63,0
49,373,4,267.52,4,55.0,267.52,323
5,365,9,485.49666666666667,9,337.8888888888889,485.49666666666667,359
28,28,1,231.10999999999999,1,136.0,231.10999999999999,0
7,357,3,124.43333333333334,3,69.0,124.43333333333334,350
148,148,1,150.5,1,306.0,150.5,0
4,367,16,350.464375,16,210.1875,350.464375,362
98,98,1,39.95,1,1.0,39.95,0
40,371,2,319.0,2,234.0,319.0,330
42,57,3,4514.996666666667,3,870.3333333333334,4514.996666666667,14
290,334,2,4765.04,2,1658.0,4765.04,44
10,359,10,315.254,10,154.0,315.254,348
75,75,1,311.77,1,158.0,311.77,0
358,358,1,2.95,1,1.0,2.95,0
117,281,2,211.42999999999998,2,176.0,211.43,164
11,365,9,294.08222222222224,9,165.22222222222223,294.08222222222224,354
24,257,7,569.3057142857143,7,514.2857142857143,569.3057142857143,233
25,196,3,175.7733333333333,3,141.33333333333334,175.7733333333333,170
44,357,4,1180.65,4,683.5,1180.65,312
373,373,1,214.79999999999998,1,24.0,214.79999999999998,0
84,366,4,543.5175,4,424.0,543.5175,281
367,374,2,223.525,2,139.5,223.525,6
71,374,21,347.84761904761905,21,160.95238095238096,347.84761904761905,303
87,290,6,486.5733333333333,6,314.6666666666667,486.5733333333333,202
11,367,12,437.68250000000006,12,224.5,437.68250000000006,356
31,242,5,195.512,5,109.8,195.512,210
137,302,2,311.33500000000004,2,254.5,311.33500000000004,165
64,64,1,458.45,1,97.0,458.45,0
11,354,2,91.685,2,88.5,91.685,342
42,373,3,120.80666666666667,3,38.0,120.80666666666667,331
369,369,1,436.18,1,234.0,436.18,0
80,80,1,466.33000000000004,1,379.0,466.33000000000004,0
16,61,3,396.79,3,169.0,396.79,45
187,187,1,286.71,1,250.0,286.71,0
35,215,4,366.87,4,205.5,366.87,179
11,364,3,459.28666666666663,3,319.3333333333333,459.2866666666667,353
284,284,1,168.22,1,105.0,168.22,0
369,369,1,305.5,1,50.0,305.5,0
18,365,15,741.5566666666667,15,387.6,741.5566666666667,347
3,373,11,450.3281818181818,11,500.45454545454544,450.3281818181818,370
36,367,5,314.162,5,229.6,314.16200000000003,331
331,331,1,332.7,1,462.0,332.7,0
126,178,3,223.66,3,179.66666666666666,223.66,52
9,282,2,335.67,2,259.0,335.67,273
122,122,1,30.599999999999998,1,12.0,30.599999999999998,0
95,246,3,1285.95,3,299.6666666666667,1285.95,151
19,331,7,751.3285714285714,7,477.57142857142856,751.3285714285713,311
24,276,7,300.9714285714286,7,126.71428571428571,300.9714285714286,251
50,50,1,309.09000000000003,1,207.0,309.09000000000003,0
309,352,2,339.725,2,202.5,339.725,43
23,295,5,275.21,5,226.6,275.21,272
119,119,1,233.4,1,312.0,233.4,0
17,331,6,852.5133333333333,6,459.5,852.5133333333333,314
7,374,102,1926.9582352941175,102,1059.8529411764705,1926.9582352941175,366
25,282,3,184.60000000000002,3,83.33333333333333,184.6,256
15,372,9,358.93888888888887,9,241.33333333333334,358.93888888888887,357
246,334,7,1203.0671428571427,7,665.8571428571429,1203.067142857143,88
5,362,5,436.492,5,231.6,436.492,357
98,98,1,148.71,1,57.0,148.71,0
141,262,2,125.575,2,41.0,125.575,121
100,317,4,177.925,4,48.25,177.925,217
56,200,2,185.225,2,73.5,185.225,143
66,80,2,310.755,2,102.5,310.755,13
11,31,3,190.05999999999997,3,90.0,190.05999999999997,19
366,366,1,135.0,1,44.0,135.0,0
241,278,3,123.00666666666666,3,26.0,123.00666666666666,37
277,366,2,67.58,2,22.0,67.58,89
54,263,5,891.316,5,298.8,891.316,209
3,17,2,169.555,2,58.5,169.555,13
17,287,9,184.47,9,93.22222222222223,184.47,270
8,184,9,174.52555555555557,9,17.666666666666668,174.52555555555557,175
46,198,2,154.175,2,60.0,154.175,151
79,232,4,169.6925,4,43.5,169.6925,152
47,117,2,139.17000000000002,2,30.0,139.17000000000002,69
63,280,5,310.12600000000003,5,310.0,310.12600000000003,217
109,109,1,123.5,1,50.0,123.5,0
4,24,2,580.155,2,354.5,580.155,20
302,302,1,79.9,1,2.0,79.9,0
30,364,2,66.45,2,31.0,66.45,334
24,24,1,293.74,1,218.0,293.74,0
32,32,1,356.8,1,208.0,356.8,0
28,338,15,488.0713333333333,15,279.8,488.07133333333337,310
75,270,4,400.9,4,346.0,400.9,194
46,46,1,390.05,1,143.0,390.05,0
36,339,5,173.666,5,66.6,173.666,303
59,166,3,302.09999999999997,3,75.33333333333333,302.09999999999997,106
253,253,1,379.2,1,140.0,379.2,0
45,224,3,148.70000000000002,3,72.0,148.70000000000002,179
17,260,3,282.58666666666664,3,55.333333333333336,282.58666666666664,243
33,33,1,339.34,1,80.0,339.34,0
58,373,3,291.4066666666667,3,132.33333333333334,291.4066666666667,315
30,278,7,278.2142857142857,7,162.57142857142858,278.2142857142857,248
24,38,2,428.425,2,327.0,428.42499999999995,14
323,323,1,157.8,1,36.0,157.8,0
187,187,1,415.31,1,415.0,415.31,0
21,322,9,324.4266666666667,9,116.44444444444444,324.4266666666667,301
7,338,11,359.60727272727274,11,167.63636363636363,359.60727272727274,331
47,366,9,240.13222222222223,9,148.11111111111111,240.13222222222223,319
81,81,1,1119.6599999999999,1,894.0,1119.6599999999999,0
40,40,1,1192.2,1,244.0,1192.2,0
4,367,4,406.6525,4,231.75,406.65250000000003,363
50,50,1,310.74,1,118.0,310.74,0
2,163,7,201.70142857142858,7,81.0,201.70142857142858,161
45,129,2,271.945,2,142.5,271.945,83
203,205,2,441.29999999999995,2,98.0,441.29999999999995,2
85,248,8,385.58625,8,202.125,385.58625000000006,163
26,180,5,166.39600000000002,5,68.6,166.39600000000002,154
70,332,4,507.7675,4,291.75,507.7675,261
77,77,1,770.34,1,418.0,770.34,0
50,305,5,603.55,5,445.6,603.55,255
73,182,3,248.5,3,86.66666666666667,248.5,108
39,107,4,261.71,4,81.0,261.71,68
71,184,3,326.6,3,82.0,326.59999999999997,112
86,86,1,309.91,1,201.0,309.91,0
101,280,3,480.51666666666665,3,193.66666666666666,480.5166666666667,178
134,255,4,393.28249999999997,4,263.75,393.2825,121
8,141,4,313.445,4,125.5,313.445,133
9,226,2,235.57,2,119.0,235.57,217
298,370,2,143.69,2,39.0,143.69,72
67,370,10,188.23200000000003,10,73.6,188.23200000000003,303
59,59,1,357.15,1,237.0,357.15,0
332,332,1,120.0,1,96.0,120.0,0
1,112,8,605.285,8,308.25,605.285,110
296,296,1,366.41999999999996,1,814.0,366.41999999999996,0
40,187,4,154.1975,4,82.75,154.1975,146
95,151,2,365.185,2,295.0,365.185,55
46,315,12,450.0384166666667,12,198.58333333333334,450.0384166666667,268
17,17,1,350.99,1,111.0,350.99,0
129,259,2,181.70000000000002,2,44.0,181.70000000000002,129
68,68,1,601.03,1,263.0,601.03,0
182,182,1,1000.63,1,1.0,1000.63,0
127,330,3,497.24333333333334,3,244.33333333333334,497.24333333333334,202
16,284,4,713.6825,4,412.5,713.6825,268
31,371,16,1211.335,16,649.25,1211.335,340
107,184,3,274.76,3,181.33333333333334,274.76,77
59,59,1,322.93,1,171.0,322.93,0
15,247,4,295.8475,4,120.75,295.84749999999997,232
100,248,2,421.585,2,192.5,421.585,147
64,64,1,40.56,1,24.0,40.56,0
106,106,1,354.85,1,147.0,354.85,0
75,75,1,295.73,1,123.0,295.73,0
45,45,1,101.86,1,60.0,101.86,0
198,218,2,241.425,2,249.0,241.425,19
322,322,1,256.6,1,178.0,256.6,0
31,243,6,198.23,6,89.66666666666667,198.23,211
43,296,4,245.735,4,165.5,245.735,253
47,362,6,2168.2683333333334,6,14638.333333333334,2168.268333333333,314
45,45,1,205.83,1,131.0,205.83,0
156,317,2,95.93,2,23.0,95.93,160
44,44,1,245.15,1,45.0,245.15,0
3,298,11,374.57454545454544,11,255.45454545454547,374.57454545454544,295
99,205,4,157.10999999999999,4,137.5,157.11,106
289,289,1,704.4,1,349.0,704.4,0
149,367,4,343.6025,4,103.25,343.60249999999996,217
40,371,4,962.7524999999999,4,1114.25,962.7525,331
49,367,3,733.9699999999999,3,228.33333333333334,733.9699999999999,318
16,366,12,335.0708333333333,12,283.0833333333333,335.0708333333333,349
46,266,7,622.0457142857142,7,252.28571428571428,622.0457142857142,220
4,365,6,370.2283333333333,6,170.16666666666666,370.2283333333333,360
43,43,1,375.34,1,190.0,375.34,0
74,367,4,549.1775,4,236.25,549.1775,292
57,210,2,228.20000000000002,2,157.0,228.2,152
11,364,38,1043.8734210526316,38,1103.3947368421052,1043.8734210526316,352
1,373,19,554.4142105263159,19,319.94736842105266,554.4142105263157,371
52,302,3,450.68,3,360.0,450.68,250
66,373,3,247.63333333333335,3,99.33333333333333,247.63333333333335,306
43,70,2,138.97,2,109.0,138.97,27
15,206,2,670.78,2,318.0,670.78,190
14,313,4,264.52000000000004,4,247.5,264.52000000000004,298
9,368,5,415.062,5,263.2,415.062,358
185,185,2,573.51,2,1.0,573.51,0
49,186,2,714.14,2,475.0,714.14,137
68,68,1,492.1,1,230.0,492.1,0
203,203,1,206.19,1,89.0,206.19,0
14,140,5,295.74,5,178.4,295.74,125
66,66,1,109.80000000000001,1,36.0,109.80000000000001,0
200,270,2,358.345,2,161.5,358.345,70
58,266,5,274.068,5,898.8,274.068,208
96,96,1,158.02,1,152.0,158.02,0
60,60,1,494.85,1,329.0,494.85,0
182,323,3,289.65333333333336,3,129.33333333333334,289.65333333333336,141
67,109,2,343.65500000000003,2,434.5,343.655,41
65,295,4,118.525,4,39.5,118.525,230
45,329,2,350.805,2,201.0,350.805,283
205,205,1,245.48000000000002,1,320.0,245.48000000000002,0
99,168,2,378.565,2,234.5,378.565,69
18,336,5,316.656,5,231.4,316.656,318
74,74,1,445.05,1,1.0,445.05,0
11,359,8,614.0475,8,353.25,614.0475,348
259,259,1,200.63,1,103.0,200.63,0
17,52,2,538.6,2,206.0,538.6,35
61,204,4,441.5675,4,313.75,441.5675,143
172,172,1,339.88,1,287.0,339.88,0
64,64,1,310.75,1,288.0,310.75,0
56,374,10,228.504,10,141.6,228.504,318
68,108,2,124.94,2,87.0,124.94,39
57,326,4,269.915,4,156.5,269.915,268
3,262,14,174.555,14,85.14285714285714,174.555,258
61,133,3,431.39000000000004,3,424.3333333333333,431.39000000000004,72
372,372,1,82.6,1,48.0,82.6,0
16,66,2,344.55,2,180.0,344.54999999999995,49
46,67,2,142.95,2,140.0,142.95,21
1,263,3,280.0166666666667,3,205.66666666666666,280.0166666666667,261
25,64,2,200.03,2,169.0,200.02999999999997,38
214,214,1,214.70999999999998,1,251.0,214.70999999999998,0
38,87,2,113.73500000000001,2,52.5,113.735,49
30,317,2,317.34,2,278.5,317.34000000000003,287
161,161,1,136.0,1,16.0,136.0,0
278,297,2,234.565,2,127.5,234.565,19
86,312,6,195.96333333333334,6,44.333333333333336,195.96333333333334,226
79,235,2,430.04,2,189.0,430.04,156
177,177,1,108.0,1,20.0,108.0,0
86,177,2,435.63,2,231.5,435.63,91
319,319,1,215.46,1,50.0,215.46,0
257,257,1,131.25,1,57.0,131.25,0
29,116,2,458.53,2,210.0,458.53,87
318,318,1,48.96,1,1.0,48.96,0
87,87,1,423.26,1,303.0,423.26,0
26,26,1,578.14,1,436.0,578.14,0
136,136,1,58.5,1,30.0,58.5,0
8,324,9,387.5733333333333,9,268.77777777777777,387.5733333333333,315
60,226,3,284.84999999999997,3,219.66666666666666,284.84999999999997,165
8,61,5,346.232,5,154.2,346.232,52
212,212,1,135.6,1,168.0,135.6,0
68,68,1,266.4,1,114.0,266.4,0
200,200,1,93.8,1,58.0,93.8,0
8,236,12,385.89166666666665,12,196.41666666666666,385.89166666666665,228
7,373,6,265.29,6,128.83333333333334,265.29,366
37,163,2,353.895,2,133.5,353.895,126
30,310,8,263.52625,8,120.625,263.52625,280
44,267,2,578.885,2,626.0,578.885,223
60,361,9,304.93555555555554,9,210.44444444444446,304.93555555555554,301
288,288,1,285.6,1,240.0,285.6,0
225,275,2,202.35,2,109.0,202.34999999999997,49
5,355,8,175.505,8,100.75,175.505,350
22,22,1,195.0,1,100.0,195.0,0
107,368,4,375.81000000000006,4,207.0,375.81000000000006,261
4,203,5,339.32800000000003,5,234.2,339.328,198
12,73,2,765.815,2,401.0,765.815,60
60,60,1,656.16,1,642.0,656.16,0
46,325,3,214.49,3,70.0,214.49,279
10,10,1,902.35,1,365.0,902.35,0
15,359,10,612.452,10,326.7,612.452,343
23,23,1,524.65,1,543.0,524.65,0
18,18,1,202.85,1,69.0,202.85,0
32,327,3,417.2166666666667,3,262.0,417.2166666666667,294
148,327,4,414.065,4,244.25,414.065,179
10,358,13,462.1446153846154,13,243.15384615384616,462.1446153846154,347
73,330,2,325.705,2,149.5,325.705,256
70,373,3,220.46333333333334,3,108.33333333333333,220.46333333333334,302
39,281,7,1035.1814285714286,7,617.7142857142857,1035.1814285714286,242
130,267,2,450.09000000000003,2,155.0,450.09000000000003,137
39,39,1,516.28,1,286.0,516.28,0
147,243,3,406.9666666666667,3,148.66666666666666,406.9666666666667,95
15,323,3,714.6133333333333,3,357.3333333333333,714.6133333333333,308
101,101,1,280.7,1,131.0,280.7,0
137,137,1,90.42,1,282.0,90.42,0
189,189,1,182.64000000000001,1,168.0,182.64000000000001,0
1,219,5,174.668,5,84.0,174.668,217
79,323,4,1695.45,4,429.5,1695.4499999999998,244
1,373,9,475.6722222222222,9,129.66666666666666,475.6722222222222,372
10,326,7,414.11428571428576,7,116.28571428571429,414.11428571428576,316
50,326,5,755.4399999999999,5,189.8,755.4399999999999,276
4,15,2,483.135,2,291.0,483.135,10
92,92,1,120.44,1,172.0,120.44,0
91,91,1,221.65,1,83.0,221.65,0
22,22,1,189.93,1,175.0,189.93,0
36,36,1,548.5,1,342.0,548.5,0
8,72,5,311.08000000000004,5,201.0,311.08000000000004,64
15,246,4,161.2975,4,70.25,161.2975,230
25,327,10,261.478,10,135.9,261.478,302
31,157,2,199.95,2,84.5,199.95000000000002,126
12,369,5,195.45999999999998,5,80.0,195.45999999999998,357
68,131,4,154.43,4,176.5,154.43,63
16,16,1,228.07,1,317.0,228.07,0
287,287,1,3537.821,1,1543.0,3537.821,0
32,360,6,109.86,6,166.33333333333334,109.86,327
18,326,10,457.38500000000005,10,223.9,457.38500000000005,307
68,68,1,262.24,1,107.0,262.24,0
135,135,1,256.95,1,31.0,256.95,0
204,263,2,55.5,2,31.0,55.5,59
64,337,8,360.92625000000004,8,267.625,360.92625000000004,273
8,362,7,339.2142857142857,7,234.0,339.2142857142857,353
25,373,8,200.8725,8,113.875,200.8725,347
369,369,1,204.24,1,164.0,204.24,0
52,315,4,523.365,4,243.25,523.365,263
66,66,1,250.85,1,89.0,250.85,0
227,368,2,200.475,2,93.5,200.475,141
325,325,1,266.05,1,136.0,266.05,0
215,215,1,711.23,1,308.0,711.23,0
44,44,1,225.3,1,94.0,225.3,0
72,340,3,220.0,3,133.33333333333334,220.0,267
18,374,4,319.165,4,306.5,319.16499999999996,356
1,369,3,327.62,3,167.66666666666666,327.62,367
38,354,3,340.1566666666667,3,175.66666666666666,340.1566666666667,315
43,313,3,549.3933333333333,3,359.6666666666667,549.3933333333333,270
15,106,6,380.65166666666664,6,207.0,380.6516666666667,91
372,372,1,120.0,1,96.0,120.0,0
37,358,3,249.6866666666667,3,178.0,249.68666666666664,321
147,189,2,87.75,2,45.0,87.75,41
4,15,2,112.94500000000001,2,43.0,112.94500000000001,10
73,248,3,370.51666666666665,3,237.33333333333334,370.51666666666665,175
42,64,2,636.735,2,466.5,636.735,22
8,8,1,127.2,1,40.0,127.2,0
66,255,7,274.55857142857144,7,107.28571428571429,274.55857142857144,188
26,277,5,540.924,5,372.6,540.924,251
37,367,2,130.95,2,59.0,130.95,329
295,295,1,51.0,1,6.0,51.0,0
9,269,6,354.90333333333336,6,138.66666666666666,354.90333333333336,260
309,309,1,221.69,1,97.0,221.69,0
37,186,5,388.702,5,204.4,388.702,148
10,105,4,323.33750000000003,4,183.75,323.3375,95
40,366,11,547.2409090909091,11,235.0909090909091,547.2409090909091,326
5,235,3,418.86666666666673,3,112.66666666666667,418.8666666666666,230
14,365,5,369.77200000000005,5,179.4,369.772,350
12,176,3,184.95666666666668,3,72.66666666666667,184.95666666666668,164
170,170,1,110.95,1,38.0,110.95,0
11,72,3,326.6166666666667,3,264.3333333333333,326.6166666666667,60
19,368,5,188.138,5,122.8,188.138,348
72,204,3,110.80666666666667,3,77.33333333333333,110.80666666666667,131
72,362,6,564.9733333333334,6,299.6666666666667,564.9733333333334,289
23,186,6,274.52833333333336,6,130.5,274.52833333333336,162
152,152,1,151.17,1,63.0,151.17,0
319,364,2,101.57,2,40.5,101.57,45
127,127,1,199.45000000000002,1,211.0,199.45000000000002,0
231,320,4,193.47000000000003,4,107.75,193.47000000000003,88
45,52,4,266.5075,4,125.0,266.50750000000005,6
64,362,8,476.33,8,308.625,476.33,298
25,25,1,258.65,1,178.0,258.65,0
1,373,69,279.088115942029,69,67.6376811594203,279.088115942029,372
32,323,10,322.67600000000004,10,159.4,322.676,291
115,115,1,376.34,1,260.0,376.34,0
47,334,7,416.1328571428571,7,118.14285714285714,416.1328571428571,287
43,246,4,379.1625,4,504.75,379.1625,203
33,270,8,223.795,8,99.375,223.795,236
31,289,6,519.7316666666667,6,231.66666666666666,519.7316666666667,258
259,259,1,285.84000000000003,1,108.0,285.84000000000003,0
166,319,3,327.53000000000003,3,43.0,327.53000000000003,152
15,368,8,344.6225,8,148.0,344.6225,352
52,337,6,173.005,6,80.33333333333333,173.005,285
16,374,23,477.7452173913043,23,85.3913043478261,477.7452173913043,357
106,106,1,934.23,1,876.0,934.23,0
310,310,1,349.25,1,236.0,349.25,0
12,369,6,435.15166666666664,6,229.16666666666666,435.15166666666664,356
120,369,7,269.7842857142857,7,104.28571428571429,269.78428571428566,249
56,373,3,208.12,3,86.0,208.12,316
24,119,2,293.845,2,191.0,293.845,95
47,317,5,138.372,5,76.0,138.372,270
16,228,2,171.855,2,84.0,171.85500000000002,211
47,145,4,239.8325,4,156.25,239.83249999999998,97
17,357,4,497.8725,4,180.0,497.8725,339
232,324,3,271.8966666666667,3,107.66666666666667,271.8966666666667,92
290,367,3,218.5,3,54.0,218.5,77
26,26,1,75.6,1,72.0,75.6,0
15,373,22,176.19363636363636,22,150.9090909090909,176.1936363636364,357
26,306,8,203.9225,8,94.875,203.9225,279
145,228,2,320.27,2,139.5,320.27,82
70,371,2,1302.81,2,647.5,1302.81,300
109,109,1,760.1,1,400.0,760.1,0
53,169,3,886.6666666666666,3,533.3333333333334,886.6666666666666,116
71,71,1,919.7,1,645.0,919.7,0
88,239,3,123.31333333333333,3,59.333333333333336,123.31333333333333,150
79,79,1,395.69,1,336.0,395.69,0
61,61,1,160.0,1,56.0,160.0,0
53,257,4,680.585,4,364.5,680.585,204
8,336,5,185.06,5,55.0,185.06,328
368,368,1,143.70000000000002,1,63.0,143.70000000000002,0
124,124,1,420.22,1,163.0,420.22,0
8,8,1,35.400000000000006,1,12.0,35.400000000000006,0
30,364,3,168.14666666666668,3,72.0,168.14666666666668,334
68,68,1,105.56,1,56.0,105.56,0
154,154,1,14.850000000000001,1,3.0,14.850000000000001,0
180,180,1,271.05,1,87.0,271.05,0
19,257,3,224.44333333333336,3,106.66666666666667,224.44333333333336,238
