CustomerID,duration,event_observed,Recency,T,Frequency,Monetary,PurchaseFrequency,AvgBasketSize,AvgPurchaseValue,CustomerLifetime
13869,309,0,17,327,6,818.87,6,432.1666666666667,818.87,309
13870,282,0,23,305,7,420.16285714285715,7,303.42857142857144,420.16285714285715,282
13871,290,0,64,355,4,370.65,4,174.0,370.65,290
13872,198,0,163,361,3,306.52333333333337,3,113.0,306.5233333333333,198
13873,262,0,19,282,5,129.864,5,66.4,129.864,262
13874,168,0,140,309,6,251.45000000000002,6,114.0,251.45000000000002,168
13875,335,0,23,358,9,336.3977777777778,9,195.11111111111111,336.3977777777778,335
13877,219,0,106,325,2,166.22,2,185.0,166.22000000000003,219
13878,56,1,183,240,3,381.77666666666664,3,154.66666666666666,381.77666666666664,56
13879,0,1,281,281,1,395.5,1,204.0,395.5,0
13880,194,0,3,198,5,234.37800000000001,5,149.4,234.37800000000001,194
13881,270,0,11,281,23,1218.2426086956523,23,854.0,1218.2426086956523,270
13883,327,0,39,367,10,388.554,10,214.8,388.554,327
13884,93,0,12,106,5,207.48600000000002,5,90.4,207.48599999999996,93
13888,170,0,40,211,5,281.184,5,108.2,281.184,170
13889,303,0,18,322,5,314.86600000000004,5,166.6,314.866,303
13890,358,0,10,369,4,260.8925,4,140.25,260.89250000000004,358
13891,203,0,14,218,3,286.40333333333336,3,158.66666666666666,286.40333333333336,203
13892,97,0,113,211,2,317.34,2,1071.0,317.34000000000003,97
13895,220,0,151,372,2,707.725,2,347.5,707.7249999999999,220
13896,0,1,261,261,1,388.55,1,149.0,388.55,0
13897,238,0,74,313,2,424.78,2,310.0,424.78,238
13898,0,0,47,47,1,530.47,1,411.0,530.47,0
13900,235,0,25,260,3,289.88,3,169.33333333333334,289.88000000000005,235
13901,329,0,10,339,10,280.914,10,160.5,280.914,329
13902,92,1,268,360,5,6819.052000000001,5,44120.0,6819.051999999999,92
13903,0,0,36,36,1,165.45000000000002,1,103.0,165.45000000000002,0
13905,0,1,368,368,1,312.65,1,135.0,312.65,0
13906,0,0,45,45,1,42.0,1,100.0,42.0,0
13907,0,1,327,327,1,136.8,1,68.0,136.8,0
13909,98,0,59,157,2,141.425,2,150.5,141.42499999999998,98
13911,268,0,15,284,11,150.3709090909091,11,159.63636363636363,150.3709090909091,268
13912,0,0,59,59,1,124.95,1,29.0,124.95,0
13913,0,0,142,142,1,42.22,1,10.0,42.22,0
13915,0,0,30,30,1,70.80000000000001,1,24.0,70.80000000000001,0
13916,211,0,99,311,4,318.9525,4,168.25,318.9525,211
13919,116,0,60,176,2,487.935,2,329.5,487.935,116
13920,130,0,67,198,4,443.67,4,443.0,443.67,130
13921,319,0,38,357,4,182.675,4,52.5,182.675,319
13922,30,0,73,103,2,346.475,2,187.0,346.475,30
13927,0,0,73,73,1,359.27,1,249.0,359.27,0
13929,278,0,52,330,9,294.60555555555555,9,158.11111111111111,294.60555555555555,278
13931,344,0,28,372,9,446.65,9,307.0,446.65,344
13935,55,1,232,288,3,2038.9733333333334,3,750.6666666666666,2038.9733333333334,55
13936,31,0,18,50,2,281.54,2,165.5,281.54,31
13937,0,0,38,38,1,721.28,1,464.0,721.28,0
13939,181,0,67,248,4,248.1025,4,190.25,248.1025,181
13941,350,0,8,359,11,546.3036363636364,11,278.3636363636364,546.3036363636364,350
13942,0,0,170,170,1,320.0,1,1000.0,320.0,0
13943,0,1,213,213,1,246.54,1,94.0,246.54,0
13944,0,1,289,289,1,200.43,1,153.0,200.43,0
13945,85,0,30,115,2,427.075,2,206.5,427.075,85
13946,359,0,12,371,3,438.22,3,801.3333333333334,438.22,359
13948,324,0,47,371,3,148.92,3,69.33333333333333,148.92,324
13952,343,0,16,359,12,797.7041666666668,12,376.3333333333333,797.7041666666665,343
13953,319,0,45,364,5,625.0,5,500.0,625.0,319
13955,0,0,11,11,1,221.10999999999999,1,118.0,221.10999999999999,0
13957,240,0,53,294,3,152.75,3,52.333333333333336,152.75,240
13958,354,0,15,370,8,588.6537500000001,8,283.0,588.65375,354
13959,112,0,35,147,3,156.91,3,113.0,156.91,112
13961,0,0,28,28,1,538.4,1,226.0,538.4,0
13962,0,0,71,71,1,193.25,1,73.0,193.25,0
13963,229,0,3,233,14,167.66642857142855,14,114.35714285714286,167.66642857142855,229
13964,43,0,23,66,2,219.45,2,114.0,219.45,43
13965,226,0,112,339,3,332.2033333333333,3,141.66666666666666,332.2033333333333,226
13966,0,0,71,71,1,384.26,1,760.0,384.26,0
13967,0,0,32,32,1,85.6,1,24.0,85.6,0
13968,0,0,59,59,1,123.66,1,174.0,123.66,0
13969,259,0,1,260,18,237.04888888888888,18,124.72222222222223,237.04888888888888,259
13970,51,0,22,73,2,423.275,2,234.5,423.275,51
13971,258,0,59,318,6,318.2183333333333,6,206.66666666666666,318.2183333333333,258
13974,0,1,218,218,1,264.13,1,107.0,264.13,0
13975,282,0,29,311,6,465.85999999999996,6,364.5,465.85999999999996,282
13976,161,0,142,304,3,278.12666666666667,3,99.33333333333333,278.1266666666667,161
13977,0,0,47,47,1,519.8100000000001,1,303.0,519.8100000000001,0
13979,343,0,29,372,6,418.3433333333333,6,271.8333333333333,418.3433333333333,343
13980,216,0,75,292,4,142.17,4,72.75,142.17000000000002,216
13981,0,0,51,51,1,331.14,1,234.0,331.14,0
13982,322,0,1,324,6,418.5133333333333,6,258.3333333333333,418.5133333333333,322
13983,363,0,2,366,10,447.98199999999997,10,296.2,447.98199999999997,363
13984,366,0,2,368,8,141.01125,8,92.75,141.01125000000002,366
13985,293,0,10,304,7,422.9614285714286,7,213.0,422.9614285714286,293
13987,21,0,15,36,2,341.27,2,246.0,341.27,21
13988,242,0,19,261,2,304.92,2,170.5,304.91999999999996,242
13989,99,0,100,199,3,253.32666666666668,3,298.0,253.32666666666668,99
13992,82,0,16,99,2,71.35,2,45.0,71.35,82
13993,356,0,15,372,10,330.935,10,123.5,330.935,356
13995,342,0,15,357,9,278.70222222222225,9,164.44444444444446,278.70222222222225,342
13996,13,0,22,35,2,447.88,2,306.5,447.88,13
13997,31,0,155,186,3,125.48666666666666,3,47.666666666666664,125.48666666666668,31
13998,129,0,82,212,3,188.9,3,68.0,188.9,129
13999,359,0,10,370,17,329.43823529411765,17,164.7058823529412,329.43823529411765,359
14000,323,0,50,373,4,352.67,4,282.0,352.67,323
14001,120,0,9,129,7,355.2871428571429,7,130.14285714285714,355.2871428571429,120
14003,0,1,368,368,1,209.41,1,149.0,209.41,0
14004,42,0,29,71,4,418.9525,4,189.25,418.9525,42
14006,124,0,164,288,4,308.62,4,385.0,308.62,124
14007,0,0,148,148,1,79.48,1,16.0,79.48,0
14008,0,0,68,68,1,509.04,1,326.0,509.04,0
14009,0,0,98,98,1,404.3,1,586.0,404.3,0
14010,0,1,201,201,2,222.575,2,88.5,222.575,0
14011,127,0,116,243,2,228.91,2,322.0,228.91,127
14013,243,0,16,259,2,305.77500000000003,2,156.5,305.775,243
14014,200,0,12,212,2,721.515,2,464.0,721.5149999999999,200
14016,304,0,32,336,7,1008.8857142857142,7,513.8571428571429,1008.8857142857142,304
14017,0,1,207,207,1,229.75,1,73.0,229.75,0
14018,0,1,281,281,1,367.15000000000003,1,224.0,367.15000000000003,0
14020,52,0,112,165,2,303.105,2,103.5,303.105,52
14021,218,0,10,228,4,271.17,4,171.5,271.17,218
14022,0,0,122,122,1,352.15000000000003,1,194.0,352.15000000000003,0
14024,0,0,26,26,1,318.04,1,88.0,318.04,0
14025,119,0,100,219,8,507.2375,8,239.25,507.2375,119
14026,154,0,106,261,2,356.555,2,213.5,356.555,154
14028,0,1,186,186,3,3465.5,3,2390.0,3465.5,0
14030,362,0,2,365,14,417.1042857142857,14,202.42857142857142,417.1042857142857,362
14031,371,0,1,372,27,875.285925925926,27,321.48148148148147,875.285925925926,371
14032,358,0,2,361,6,312.44666666666666,6,314.0,312.44666666666666,358
14033,0,1,191,191,1,109.44,1,576.0,109.44,0
14035,205,0,42,248,4,341.6825,4,166.5,341.6825,205
14037,254,0,114,368,4,172.4375,4,136.0,172.4375,254
14038,276,0,33,309,2,754.75,2,371.5,754.75,276
14039,0,1,211,211,1,115.08000000000001,1,100.0,115.08000000000001,0
14040,352,0,22,374,23,389.7169565217391,23,149.04347826086956,389.7169565217391,352
14042,0,1,361,361,1,431.98,1,180.0,431.98,0
14043,238,0,127,365,2,151.3,2,76.0,151.3,238
14044,265,0,54,320,6,405.21333333333337,6,299.3333333333333,405.21333333333337,265
14045,327,0,9,336,13,742.56,13,311.6923076923077,742.5600000000001,327
14047,304,0,8,312,10,294.642,10,126.8,294.642,304
14048,0,0,18,18,2,169.38,2,89.5,169.38,0
14049,229,0,23,253,9,827.1866666666667,9,519.1111111111111,827.1866666666667,229
14051,370,0,2,372,15,452.26733333333334,15,144.46666666666667,452.26733333333334,370
14052,0,0,26,26,1,241.3,1,85.0,241.3,0
14053,89,0,33,122,2,156.025,2,137.5,156.025,89
14055,145,1,213,359,2,397.65999999999997,2,252.0,397.65999999999997,145
14057,354,0,17,372,5,427.0,5,313.0,427.0,354
14058,67,0,98,166,2,234.595,2,105.5,234.59500000000003,67
14060,272,0,2,274,13,259.8969230769231,13,210.23076923076923,259.8969230769231,272
14061,230,0,143,374,3,305.81,3,44.333333333333336,305.81,230
14062,354,0,10,365,12,1260.0666666666668,12,600.0833333333334,1260.0666666666666,354
14063,293,0,74,367,9,2523.355555555556,9,427.77777777777777,2523.355555555556,293
14064,256,0,66,323,10,192.59,10,213.9,192.58999999999997,256
14065,42,0,25,67,3,297.00666666666666,3,194.0,297.00666666666666,42
14068,74,1,239,313,3,416.9566666666667,3,145.66666666666666,416.95666666666665,74
14069,46,0,150,197,2,112.905,2,29.0,112.905,46
14070,0,1,320,320,1,321.6,1,85.0,321.6,0
14072,0,1,302,302,1,390.85,1,65.0,390.85,0
14074,0,1,259,259,1,219.39999999999998,1,228.0,219.39999999999998,0
14075,137,0,39,177,3,264.2033333333333,3,246.66666666666666,264.2033333333333,137
14077,0,0,31,31,1,115.66,1,108.0,115.66,0
14078,247,0,9,257,4,160.085,4,76.25,160.085,247
14079,0,1,318,318,1,243.63,1,1.0,243.63,0
14080,323,0,49,373,4,267.52,4,55.0,267.52,323
14081,359,0,5,365,9,485.49666666666667,9,337.8888888888889,485.49666666666667,359
14082,0,0,28,28,1,231.10999999999999,1,136.0,231.10999999999999,0
14083,350,0,7,357,3,124.43333333333334,3,69.0,124.43333333333334,350
14084,0,0,148,148,1,150.5,1,306.0,150.5,0
14085,362,0,4,367,16,350.464375,16,210.1875,350.464375,362
14086,0,0,98,98,1,39.95,1,1.0,39.95,0
14087,330,0,40,371,2,319.0,2,234.0,319.0,330
14088,14,0,42,57,3,4514.996666666667,3,870.3333333333334,4514.996666666667,14
14091,44,1,290,334,2,4765.04,2,1658.0,4765.04,44
14092,348,0,10,359,10,315.254,10,154.0,315.254,348
14094,0,0,75,75,1,311.77,1,158.0,311.77,0
14095,0,1,358,358,1,2.95,1,1.0,2.95,0
14097,164,0,117,281,2,211.42999999999998,2,176.0,211.43,164
14099,354,0,11,365,9,294.08222222222224,9,165.22222222222223,294.08222222222224,354
14101,233,0,24,257,7,569.3057142857143,7,514.2857142857143,569.3057142857143,233
14104,170,0,25,196,3,175.7733333333333,3,141.33333333333334,175.7733333333333,170
14105,312,0,44,357,4,1180.65,4,683.5,1180.65,312
14106,0,1,373,373,1,214.79999999999998,1,24.0,214.79999999999998,0
14107,281,0,84,366,4,543.5175,4,424.0,543.5175,281
14108,6,1,367,374,2,223.525,2,139.5,223.525,6
14110,303,0,71,374,21,347.84761904761905,21,160.95238095238096,347.84761904761905,303
14112,202,0,87,290,6,486.5733333333333,6,314.6666666666667,486.5733333333333,202
14113,356,0,11,367,12,437.68250000000006,12,224.5,437.68250000000006,356
14114,210,0,31,242,5,195.512,5,109.8,195.512,210
14115,165,0,137,302,2,311.33500000000004,2,254.5,311.33500000000004,165
14118,0,0,64,64,1,458.45,1,97.0,458.45,0
14119,342,0,11,354,2,91.685,2,88.5,91.685,342
14122,331,0,42,373,3,120.80666666666667,3,38.0,120.80666666666667,331
14123,0,1,369,369,1,436.18,1,234.0,436.18,0
14126,0,0,80,80,1,466.33000000000004,1,379.0,466.33000000000004,0
14127,45,0,16,61,3,396.79,3,169.0,396.79,45
14128,0,1,187,187,1,286.71,1,250.0,286.71,0
14129,179,0,35,215,4,366.87,4,205.5,366.87,179
14130,353,0,11,364,3,459.28666666666663,3,319.3333333333333,459.2866666666667,353
14131,0,1,284,284,1,168.22,1,105.0,168.22,0
14133,0,1,369,369,1,305.5,1,50.0,305.5,0
14134,347,0,18,365,15,741.5566666666667,15,387.6,741.5566666666667,347
14135,370,0,3,373,11,450.3281818181818,11,500.45454545454544,450.3281818181818,370
14136,331,0,36,367,5,314.162,5,229.6,314.16200000000003,331
14137,0,1,331,331,1,332.7,1,462.0,332.7,0
14139,52,0,126,178,3,223.66,3,179.66666666666666,223.66,52
14142,273,0,9,282,2,335.67,2,259.0,335.67,273
14144,0,0,122,122,1,30.599999999999998,1,12.0,30.599999999999998,0
14145,151,0,95,246,3,1285.95,3,299.6666666666667,1285.95,151
14146,311,0,19,331,7,751.3285714285714,7,477.57142857142856,751.3285714285713,311
14147,251,0,24,276,7,300.9714285714286,7,126.71428571428571,300.9714285714286,251
14148,0,0,50,50,1,309.09000000000003,1,207.0,309.09000000000003,0
14151,43,1,309,352,2,339.725,2,202.5,339.725,43
14152,272,0,23,295,5,275.21,5,226.6,275.21,272
14153,0,0,119,119,1,233.4,1,312.0,233.4,0
14154,314,0,17,331,6,852.5133333333333,6,459.5,852.5133333333333,314
14156,366,0,7,374,102,1926.9582352941175,102,1059.8529411764705,1926.9582352941175,366
14157,256,0,25,282,3,184.60000000000002,3,83.33333333333333,184.6,256
14159,357,0,15,372,9,358.93888888888887,9,241.33333333333334,358.93888888888887,357
14160,88,1,246,334,7,1203.0671428571427,7,665.8571428571429,1203.067142857143,88
14161,357,0,5,362,5,436.492,5,231.6,436.492,357
14163,0,0,98,98,1,148.71,1,57.0,148.71,0
14166,121,0,141,262,2,125.575,2,41.0,125.575,121
14167,217,0,100,317,4,177.925,4,48.25,177.925,217
14168,143,0,56,200,2,185.225,2,73.5,185.225,143
14169,13,0,66,80,2,310.755,2,102.5,310.755,13
14170,19,0,11,31,3,190.05999999999997,3,90.0,190.05999999999997,19
14171,0,1,366,366,1,135.0,1,44.0,135.0,0
14172,37,1,241,278,3,123.00666666666666,3,26.0,123.00666666666666,37
14173,89,1,277,366,2,67.58,2,22.0,67.58,89
14175,209,0,54,263,5,891.316,5,298.8,891.316,209
14176,13,0,3,17,2,169.555,2,58.5,169.555,13
14177,270,0,17,287,9,184.47,9,93.22222222222223,184.47,270
14180,175,0,8,184,9,174.52555555555557,9,17.666666666666668,174.52555555555557,175
14181,151,0,46,198,2,154.175,2,60.0,154.175,151
14182,152,0,79,232,4,169.6925,4,43.5,169.6925,152
14183,69,0,47,117,2,139.17000000000002,2,30.0,139.17000000000002,69
14186,217,0,63,280,5,310.12600000000003,5,310.0,310.12600000000003,217
14187,0,0,109,109,1,123.5,1,50.0,123.5,0
14189,20,0,4,24,2,580.155,2,354.5,580.155,20
14190,0,1,302,302,1,79.9,1,2.0,79.9,0
14191,334,0,30,364,2,66.45,2,31.0,66.45,334
14192,0,0,24,24,1,293.74,1,218.0,293.74,0
14193,0,0,32,32,1,356.8,1,208.0,356.8,0
14194,310,0,28,338,15,488.0713333333333,15,279.8,488.07133333333337,310
14195,194,0,75,270,4,400.9,4,346.0,400.9,194
14197,0,0,46,46,1,390.05,1,143.0,390.05,0
14198,303,0,36,339,5,173.666,5,66.6,173.666,303
14199,106,0,59,166,3,302.09999999999997,3,75.33333333333333,302.09999999999997,106
14200,0,1,253,253,1,379.2,1,140.0,379.2,0
14201,179,0,45,224,3,148.70000000000002,3,72.0,148.70000000000002,179
14202,243,0,17,260,3,282.58666666666664,3,55.333333333333336,282.58666666666664,243
14203,0,0,33,33,1,339.34,1,80.0,339.34,0
14204,315,0,58,373,3,291.4066666666667,3,132.33333333333334,291.4066666666667,315
14205,248,0,30,278,7,278.2142857142857,7,162.57142857142858,278.2142857142857,248
14206,14,0,24,38,2,428.425,2,327.0,428.42499999999995,14
14207,0,1,323,323,1,157.8,1,36.0,157.8,0
14208,0,1,187,187,1,415.31,1,415.0,415.31,0
14209,301,0,21,322,9,324.4266666666667,9,116.44444444444444,324.4266666666667,301
14210,331,0,7,338,11,359.60727272727274,11,167.63636363636363,359.60727272727274,331
14211,319,0,47,366,9,240.13222222222223,9,148.11111111111111,240.13222222222223,319
14212,0,0,81,81,1,1119.6599999999999,1,894.0,1119.6599999999999,0
14213,0,0,40,40,1,1192.2,1,244.0,1192.2,0
14215,363,0,4,367,4,406.6525,4,231.75,406.65250000000003,363
14216,0,0,50,50,1,310.74,1,118.0,310.74,0
14217,161,0,2,163,7,201.70142857142858,7,81.0,201.70142857142858,161
14219,83,0,45,129,2,271.945,2,142.5,271.945,83
14220,2,1,203,205,2,441.29999999999995,2,98.0,441.29999999999995,2
14221,163,0,85,248,8,385.58625,8,202.125,385.58625000000006,163
14224,154,0,26,180,5,166.39600000000002,5,68.6,166.39600000000002,154
14225,261,0,70,332,4,507.7675,4,291.75,507.7675,261
14226,0,0,77,77,1,770.34,1,418.0,770.34,0
14227,255,0,50,305,5,603.55,5,445.6,603.55,255
14228,108,0,73,182,3,248.5,3,86.66666666666667,248.5,108
14229,68,0,39,107,4,261.71,4,81.0,261.71,68
14230,112,0,71,184,3,326.6,3,82.0,326.59999999999997,112
14231,0,0,86,86,1,309.91,1,201.0,309.91,0
14233,178,0,101,280,3,480.51666666666665,3,193.66666666666666,480.5166666666667,178
14235,121,0,134,255,4,393.28249999999997,4,263.75,393.2825,121
14236,133,0,8,141,4,313.445,4,125.5,313.445,133
14237,217,0,9,226,2,235.57,2,119.0,235.57,217
14238,72,1,298,370,2,143.69,2,39.0,143.69,72
14239,303,0,67,370,10,188.23200000000003,10,73.6,188.23200000000003,303
14240,0,0,59,59,1,357.15,1,237.0,357.15,0
14241,0,1,332,332,1,120.0,1,96.0,120.0,0
14243,110,0,1,112,8,605.285,8,308.25,605.285,110
14244,0,1,296,296,1,366.41999999999996,1,814.0,366.41999999999996,0
14247,146,0,40,187,4,154.1975,4,82.75,154.1975,146
14248,55,0,95,151,2,365.185,2,295.0,365.185,55
14249,268,0,46,315,12,450.0384166666667,12,198.58333333333334,450.0384166666667,268
14252,0,0,17,17,1,350.99,1,111.0,350.99,0
14253,129,0,129,259,2,181.70000000000002,2,44.0,181.70000000000002,129
14254,0,0,68,68,1,601.03,1,263.0,601.03,0
14255,0,1,182,182,1,1000.63,1,1.0,1000.63,0
14256,202,0,127,330,3,497.24333333333334,3,244.33333333333334,497.24333333333334,202
14257,268,0,16,284,4,713.6825,4,412.5,713.6825,268
14258,340,0,31,371,16,1211.335,16,649.25,1211.335,340
14260,77,0,107,184,3,274.76,3,181.33333333333334,274.76,77
14263,0,0,59,59,1,322.93,1,171.0,322.93,0
14264,232,0,15,247,4,295.8475,4,120.75,295.84749999999997,232
14265,147,0,100,248,2,421.585,2,192.5,421.585,147
14266,0,0,64,64,1,40.56,1,24.0,40.56,0
14268,0,0,106,106,1,354.85,1,147.0,354.85,0
14269,0,0,75,75,1,295.73,1,123.0,295.73,0
14271,0,0,45,45,1,101.86,1,60.0,101.86,0
14272,19,1,198,218,2,241.425,2,249.0,241.425,19
14274,0,1,322,322,1,256.6,1,178.0,256.6,0
14275,211,0,31,243,6,198.23,6,89.66666666666667,198.23,211
14276,253,0,43,296,4,245.735,4,165.5,245.735,253
14277,314,0,47,362,6,2168.2683333333334,6,14638.333333333334,2168.268333333333,314
14278,0,0,45,45,1,205.83,1,131.0,205.83,0
14279,160,0,156,317,2,95.93,2,23.0,95.93,160
14281,0,0,44,44,1,245.15,1,45.0,245.15,0
14282,295,0,3,298,11,374.57454545454544,11,255.45454545454547,374.57454545454544,295
14283,106,0,99,205,4,157.10999999999999,4,137.5,157.11,106
14284,0,1,289,289,1,704.4,1,349.0,704.4,0
14285,217,0,149,367,4,343.6025,4,103.25,343.60249999999996,217
14286,331,0,40,371,4,962.7524999999999,4,1114.25,962.7525,331
14290,318,0,49,367,3,733.9699999999999,3,228.33333333333334,733.9699999999999,318
14291,349,0,16,366,12,335.0708333333333,12,283.0833333333333,335.0708333333333,349
14292,220,0,46,266,7,622.0457142857142,7,252.28571428571428,622.0457142857142,220
14293,360,0,4,365,6,370.2283333333333,6,170.16666666666666,370.2283333333333,360
14294,0,0,43,43,1,375.34,1,190.0,375.34,0
14295,292,0,74,367,4,549.1775,4,236.25,549.1775,292
14296,152,0,57,210,2,228.20000000000002,2,157.0,228.2,152
14298,352,0,11,364,38,1043.8734210526316,38,1103.3947368421052,1043.8734210526316,352
14299,371,0,1,373,19,554.4142105263159,19,319.94736842105266,554.4142105263157,371
14301,250,0,52,302,3,450.68,3,360.0,450.68,250
14302,306,0,66,373,3,247.63333333333335,3,99.33333333333333,247.63333333333335,306
14303,27,0,43,70,2,138.97,2,109.0,138.97,27
14304,190,0,15,206,2,670.78,2,318.0,670.78,190
14306,298,0,14,313,4,264.52000000000004,4,247.5,264.52000000000004,298
14307,358,0,9,368,5,415.062,5,263.2,415.062,358
14308,0,1,185,185,2,573.51,2,1.0,573.51,0
14309,137,0,49,186,2,714.14,2,475.0,714.14,137
14310,0,0,68,68,1,492.1,1,230.0,492.1,0
14311,0,1,203,203,1,206.19,1,89.0,206.19,0
14312,125,0,14,140,5,295.74,5,178.4,295.74,125
14314,0,0,66,66,1,109.80000000000001,1,36.0,109.80000000000001,0
14315,70,1,200,270,2,358.345,2,161.5,358.345,70
14316,208,0,58,266,5,274.068,5,898.8,274.068,208
14318,0,0,96,96,1,158.02,1,152.0,158.02,0
14319,0,0,60,60,1,494.85,1,329.0,494.85,0
14320,141,1,182,323,3,289.65333333333336,3,129.33333333333334,289.65333333333336,141
14321,41,0,67,109,2,343.65500000000003,2,434.5,343.655,41
14322,230,0,65,295,4,118.525,4,39.5,118.525,230
14324,283,0,45,329,2,350.805,2,201.0,350.805,283
14325,0,1,205,205,1,245.48000000000002,1,320.0,245.48000000000002,0
14326,69,0,99,168,2,378.565,2,234.5,378.565,69
14327,318,0,18,336,5,316.656,5,231.4,316.656,318
14328,0,0,74,74,1,445.05,1,1.0,445.05,0
14329,348,0,11,359,8,614.0475,8,353.25,614.0475,348
14330,0,1,259,259,1,200.63,1,103.0,200.63,0
14332,35,0,17,52,2,538.6,2,206.0,538.6,35
14334,143,0,61,204,4,441.5675,4,313.75,441.5675,143
14338,0,0,172,172,1,339.88,1,287.0,339.88,0
14339,0,0,64,64,1,310.75,1,288.0,310.75,0
14341,318,0,56,374,10,228.504,10,141.6,228.504,318
14342,39,0,68,108,2,124.94,2,87.0,124.94,39
14343,268,0,57,326,4,269.915,4,156.5,269.915,268
14344,258,0,3,262,14,174.555,14,85.14285714285714,174.555,258
14346,72,0,61,133,3,431.39000000000004,3,424.3333333333333,431.39000000000004,72
14347,0,1,372,372,1,82.6,1,48.0,82.6,0
14350,49,0,16,66,2,344.55,2,180.0,344.54999999999995,49
14353,21,0,46,67,2,142.95,2,140.0,142.95,21
14355,261,0,1,263,3,280.0166666666667,3,205.66666666666666,280.0166666666667,261
14358,38,0,25,64,2,200.03,2,169.0,200.02999999999997,38
14361,0,1,214,214,1,214.70999999999998,1,251.0,214.70999999999998,0
14363,49,0,38,87,2,113.73500000000001,2,52.5,113.735,49
14365,287,0,30,317,2,317.34,2,278.5,317.34000000000003,287
14366,0,0,161,161,1,136.0,1,16.0,136.0,0
14369,19,1,278,297,2,234.565,2,127.5,234.565,19
14370,226,0,86,312,6,195.96333333333334,6,44.333333333333336,195.96333333333334,226
14372,156,0,79,235,2,430.04,2,189.0,430.04,156
14374,0,0,177,177,1,108.0,1,20.0,108.0,0
14375,91,0,86,177,2,435.63,2,231.5,435.63,91
14376,0,1,319,319,1,215.46,1,50.0,215.46,0
14378,0,1,257,257,1,131.25,1,57.0,131.25,0
14379,87,0,29,116,2,458.53,2,210.0,458.53,87
14380,0,1,318,318,1,48.96,1,1.0,48.96,0
14381,0,0,87,87,1,423.26,1,303.0,423.26,0
14382,0,0,26,26,1,578.14,1,436.0,578.14,0
14384,0,0,136,136,1,58.5,1,30.0,58.5,0
14388,315,0,8,324,9,387.5733333333333,9,268.77777777777777,387.5733333333333,315
14389,165,0,60,226,3,284.84999999999997,3,219.66666666666666,284.84999999999997,165
14390,52,0,8,61,5,346.232,5,154.2,346.232,52
14391,0,1,212,212,1,135.6,1,168.0,135.6,0
14392,0,0,68,68,1,266.4,1,114.0,266.4,0
14394,0,1,200,200,1,93.8,1,58.0,93.8,0
14395,228,0,8,236,12,385.89166666666665,12,196.41666666666666,385.89166666666665,228
14396,366,0,7,373,6,265.29,6,128.83333333333334,265.29,366
14398,126,0,37,163,2,353.895,2,133.5,353.895,126
14399,280,0,30,310,8,263.52625,8,120.625,263.52625,280
14400,223,0,44,267,2,578.885,2,626.0,578.885,223
14401,301,0,60,361,9,304.93555555555554,9,210.44444444444446,304.93555555555554,301
14402,0,1,288,288,1,285.6,1,240.0,285.6,0
14403,49,1,225,275,2,202.35,2,109.0,202.34999999999997,49
14404,350,0,5,355,8,175.505,8,100.75,175.505,350
14405,0,0,22,22,1,195.0,1,100.0,195.0,0
14408,261,0,107,368,4,375.81000000000006,4,207.0,375.81000000000006,261
14409,198,0,4,203,5,339.32800000000003,5,234.2,339.328,198
14410,60,0,12,73,2,765.815,2,401.0,765.815,60
14412,0,0,60,60,1,656.16,1,642.0,656.16,0
14413,279,0,46,325,3,214.49,3,70.0,214.49,279
14414,0,0,10,10,1,902.35,1,365.0,902.35,0
14415,343,0,15,359,10,612.452,10,326.7,612.452,343
14417,0,0,23,23,1,524.65,1,543.0,524.65,0
14419,0,0,18,18,1,202.85,1,69.0,202.85,0
14420,294,0,32,327,3,417.2166666666667,3,262.0,417.2166666666667,294
14421,179,0,148,327,4,414.065,4,244.25,414.065,179
14422,347,0,10,358,13,462.1446153846154,13,243.15384615384616,462.1446153846154,347
14423,256,0,73,330,2,325.705,2,149.5,325.705,256
14425,302,0,70,373,3,220.46333333333334,3,108.33333333333333,220.46333333333334,302
14426,242,0,39,281,7,1035.1814285714286,7,617.7142857142857,1035.1814285714286,242
14427,137,0,130,267,2,450.09000000000003,2,155.0,450.09000000000003,137
14429,0,0,39,39,1,516.28,1,286.0,516.28,0
14430,95,0,147,243,3,406.9666666666667,3,148.66666666666666,406.9666666666667,95
14431,308,0,15,323,3,714.6133333333333,3,357.3333333333333,714.6133333333333,308
14433,0,0,101,101,1,280.7,1,131.0,280.7,0
14435,0,0,137,137,1,90.42,1,282.0,90.42,0
14436,0,1,189,189,1,182.64000000000001,1,168.0,182.64000000000001,0
14437,217,0,1,219,5,174.668,5,84.0,174.668,217
14439,244,0,79,323,4,1695.45,4,429.5,1695.4499999999998,244
14440,372,0,1,373,9,475.6722222222222,9,129.66666666666666,475.6722222222222,372
14441,316,0,10,326,7,414.11428571428576,7,116.28571428571429,414.11428571428576,316
14442,276,0,50,326,5,755.4399999999999,5,189.8,755.4399999999999,276
14443,10,0,4,15,2,483.135,2,291.0,483.135,10
14444,0,0,92,92,1,120.44,1,172.0,120.44,0
14445,0,0,91,91,1,221.65,1,83.0,221.65,0
14446,0,0,22,22,1,189.93,1,175.0,189.93,0
14447,0,0,36,36,1,548.5,1,342.0,548.5,0
14449,64,0,8,72,5,311.08000000000004,5,201.0,311.08000000000004,64
14450,230,0,15,246,4,161.2975,4,70.25,161.2975,230
14451,302,0,25,327,10,261.478,10,135.9,261.478,302
